,Agricultural Land,Commercial Buildings,Non Agricultural Land,Others,Residential Buildings,Total Current Market Value of (i) to (v) (as per Affidavit),Totals Calculated,url
candidate.php?candidate_id=1366,,,,,,,,http://myneta.info/ls2014/candidate.php?candidate_id=1366
candidate.php?candidate_id=1367,,6500000.0,,,30000000.0,36500000.0,36500000.0,http://myneta.info/ls2014/candidate.php?candidate_id=1367
candidate.php?candidate_id=1368,,,,,2000000.0,2400000.0,2000000.0,http://myneta.info/ls2014/candidate.php?candidate_id=1368
candidate.php?candidate_id=1369,2000000.0,0.0,100000.0,,0.0,10000000.0,2100000.0,http://myneta.info/ls2014/candidate.php?candidate_id=1369
candidate.php?candidate_id=137,11971000.0,,0.0,,0.0,11971000.0,11971000.0,http://myneta.info/ls2014/candidate.php?candidate_id=137
candidate.php?candidate_id=1370,,,,,,,,http://myneta.info/ls2014/candidate.php?candidate_id=1370
candidate.php?candidate_id=1371,,,,,,,,http://myneta.info/ls2014/candidate.php?candidate_id=1371
candidate.php?candidate_id=1372,,,,,4000000.0,4000000.0,4000000.0,http://myneta.info/ls2014/candidate.php?candidate_id=1372
candidate.php?candidate_id=1373,,,350000.0,,2700000.0,2700000.0,3050000.0,http://myneta.info/ls2014/candidate.php?candidate_id=1373
candidate.php?candidate_id=1374,,,,,,,,http://myneta.info/ls2014/candidate.php?candidate_id=1374
candidate.php?candidate_id=1375,,,,,,,,http://myneta.info/ls2014/candidate.php?candidate_id=1375
candidate.php?candidate_id=1377,1838850.0,,,,,1838850.0,1838850.0,http://myneta.info/ls2014/candidate.php?candidate_id=1377
candidate.php?candidate_id=1378,,,,,,,,http://myneta.info/ls2014/candidate.php?candidate_id=1378
candidate.php?candidate_id=1379,,,,,0.0,,0.0,http://myneta.info/ls2014/candidate.php?candidate_id=1379
candidate.php?candidate_id=138,,,,,0.0,,0.0,http://myneta.info/ls2014/candidate.php?candidate_id=138
